year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2009,3668.82743,1,1,2,1,5,1,4,1,3,2,4,1,2,0,1,3,1,1,2,2,3
2009,3943.7925,1,1,2,1,6,2,6,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2009,5766.57016,1,1,2,1,1,5,88,1,1,3,4,1,2,0,1,4,2,0,0,2,1
2009,3942.36689,1,1,2,1,5,2,4,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2009,2248.66768,1,1,2,1,5,2,5,2,4,1,4,2,2,0,1,4,2,0,0,2,4
2009,5032.53629,1,1,1,4,5,1,5,5,3,1,4,2,2,0,1,4,2,1,1,2,3
2009,5328.3787,1,1,2,1,4,1,6,0,4,2,3,2,2,0,1,4,2,0,0,2,3
2009,5830.81285,1,1,2,1,5,1,3,2,4,1,4,2,1,2,1,3,1,0,0,2,5
2009,5267.53612,1,2,1,4,2,1,4,4,3,1,4,1,2,0,1,4,2,0,0,2,2
2009,1815.74152,2,1,2,1,6,5,4,1,2,2,4,1,2,0,1,4,2,0,0,2,1
2009,3234.94569,2,1,2,1,6,4,88,1,2,2,3,1,2,0,1,4,2,0,0,2,1
2009,3244.112,2,1,2,1,7,5,1,0,3,3,3,2,1,2,1,3,1,0,0,2,2
2009,4251.05466,1,2,2,2,5,1,88,3,1,1,5,1,1,1,1,2,1,0,0,,1
2009,2115.66524,2,1,2,1,7,2,6,2,2,1,5,1,1,1,1,3,1,0,0,2,1
2009,3323.61306,2,1,2,1,6,2,88,0,1,2,1,2,2,0,1,1,1,1,2,2,1
2009,3323.61306,2,1,2,1,6,2,88,0,1,2,1,2,2,0,1,4,2,0,0,2,1
2009,6062.16354,2,1,2,1,3,1,3,5,1,1,4,1,1,3,1,3,1,1,2,2,3
2009,1862.17587,1,1,2,1,7,4,88,1,1,2,3,1,2,0,1,4,2,0,0,2,1
2009,1862.17587,1,1,2,1,7,4,88,1,1,2,3,1,2,0,1,4,2,0,0,2,1
2009,2604.49371,1,1,2,1,7,4,3,0,2,3,3,2,2,0,1,1,1,0,0,2,1
2009,2604.49371,1,1,2,1,7,4,3,0,2,3,3,2,2,0,1,4,2,0,0,2,1
2009,2976.00146,2,1,2,1,6,2,5,1,2,3,3,1,2,0,1,4,2,0,0,2,2
2009,2200.39159,1,1,1,4,5,2,88,1,4,1,4,1,1,2,1,3,1,1,2,2,3
2009,2991.8243,2,1,1,4,5,4,3,2,4,1,1,1,3,5,1,4,2,0,0,1,1
2009,3157.72935,1,1,2,1,7,2,6,1,4,3,4,1,2,0,1,4,2,0,0,2,3
2009,5160.14225,1,1,2,1,4,1,2,0,4,3,3,2,1,1,1,3,1,0,0,2,2
2009,4326.45105,1,1,2,1,5,1,88,1,4,2,4,2,2,0,1,4,2,0,0,2,5
2009,3414.06782,1,3,2,3,5,2,3,0,4,3,2,2,2,0,1,4,2,1,2,2,1
2009,3253.71504,1,1,2,1,6,1,3,0,3,3,3,1,2,0,1,4,2,0,0,2,1
2009,3112.07242,2,1,2,1,7,4,5,1,4,2,2,2,2,0,1,3,1,1,2,1,2
2009,3264.41724,2,2,2,2,7,4,6,4,2,1,4,1,1,1,1,3,1,0,0,2,3
2009,3575.24328,2,1,2,1,5,2,4,2,4,1,4,1,3,5,1,4,2,0,0,1,1
2009,4754.84913,2,1,2,1,1,1,6,1,2,1,3,2,2,0,1,4,2,0,0,2,4
2009,3956.43883,1,1,2,1,5,2,4,2,4,1,4,1,1,1,1,3,1,0,0,2,1
2009,3680.12996,1,3,2,3,5,1,7,2,4,1,4,1,1,1,1,2,1,1,2,2,1
2009,5864.67251,2,2,2,2,3,1,7,1,4,2,4,2,2,0,2,5,3,0,0,2,5
2009,3612.81054,1,1,2,1,3,1,7,0,3,2,4,2,2,0,1,4,2,0,0,2,3
2009,5158.75816,1,3,2,3,1,1,5,1,1,2,3,2,1,3,1,3,1,0,0,2,1
2009,5040.5076,1,2,2,2,2,1,4,3,2,1,4,1,2,0,1,4,2,0,0,2,5
2009,2978.0057,1,1,2,1,8,2,2,1,3,2,4,2,2,0,1,4,2,0,0,2,1
2009,3362.57716,1,1,2,1,5,1,4,1,3,1,4,2,2,0,1,4,2,0,0,2,3
2009,3786.28927,1,3,2,3,5,4,1,1,3,3,4,2,2,0,1,3,1,1,2,2,2
2009,2875.19714,2,1,2,1,7,1,88,1,1,2,4,1,1,3,1,2,1,1,2,2,3
2009,2873.96677,1,1,2,1,5,2,4,0,3,2,4,2,3,5,1,4,2,0,0,2,3
2009,3959.2331,2,1,2,1,3,1,3,1,3,3,4,1,2,0,1,4,2,1,2,2,1
2009,5190.41696,1,3,2,3,3,1,2,1,3,1,3,1,2,0,1,4,2,1,1,2,1
2009,5190.41696,1,3,2,3,3,1,2,1,3,1,4,1,2,0,1,4,2,1,1,2,1
2009,5144.7204,1,2,2,2,6,2,7,2,4,2,1,1,2,0,1,4,2,1,1,2,5
2009,4044.60239,1,1,2,1,2,1,7,0,3,2,5,2,2,0,1,4,2,0,0,2,4
2009,3433.22445,2,1,1,4,6,4,88,1,2,3,3,1,1,1,1,3,1,1,2,1,2
2009,3482.55147,2,1,2,1,7,2,7,0,2,2,3,2,2,0,1,4,2,1,1,2,4
2009,5856.05271,1,2,2,2,1,1,88,1,2,2,3,2,2,0,1,4,2,0,0,2,4
2009,55049.1894,1,2,2,2,2,1,88,1,2,1,3,2,2,0,1,2,1,0,0,1,4
2009,5504.91894,1,2,2,2,2,1,88,1,2,1,3,1,1,3,1,3,1,0,0,2,1
2009,5504.91894,1,2,2,2,2,1,88,1,2,1,3,2,1,3,1,3,1,0,0,2,1
2009,3181.56536,2,1,2,1,7,3,1,1,2,2,4,2,2,0,1,4,2,1,1,2,5
2009,6591.60824,1,2,2,2,5,1,3,1,3,2,3,1,2,0,1,3,1,1,2,2,3
2009,5117.89034,1,2,2,2,2,1,4,1,2,1,2,1,2,0,1,4,2,0,0,2,3
2009,4136.64478,1,1,2,1,5,2,5,0,3,2,3,1,2,0,1,4,2,0,0,2,1
2009,3459.00071,2,1,2,1,6,5,88,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2009,3459.00071,2,1,2,1,6,5,88,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2009,3459.00071,2,1,2,1,6,5,88,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2009,3459.00071,2,1,2,1,6,5,88,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2009,3459.00071,2,1,2,1,6,5,88,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2009,3186.02149,2,1,2,1,6,2,4,0,3,2,5,1,2,0,1,3,1,1,2,2,1
2009,4023.94088,1,3,1,4,7,4,1,0,3,2,4,2,1,1,1,2,1,0,0,2,1
2009,3365.04997,1,1,1,4,7,2,6,0,3,2,4,1,1,1,1,2,1,0,0,2,3
2009,5998.36767,2,1,2,1,3,1,7,1,1,2,4,2,3,5,1,4,2,0,0,2,3
2009,5143.68055,2,2,2,2,5,1,88,1,4,2,1,1,2,0,1,4,2,0,0,2,1
2009,5143.68055,2,2,2,2,5,1,88,1,4,2,1,1,2,0,1,4,2,1,1,2,1
2009,5143.68055,2,2,2,2,5,1,88,1,4,2,1,1,2,0,1,4,2,0,0,2,1
2009,3578.9809,1,1,1,4,6,4,88,1,4,2,2,2,2,0,1,4,2,0,0,,1
2009,3285.89329,2,1,1,4,7,4,2,1,4,1,3,2,1,3,1,3,1,0,0,2,3
2009,3737.53368,1,1,1,4,7,2,7,2,4,1,4,1,1,1,1,3,1,0,0,1,3
2009,3407.27502,2,3,2,3,7,2,7,1,4,2,6,2,2,0,1,4,2,0,0,2,3
2009,20893.6326,1,3,2,3,7,2,88,3,4,1,4,1,2,0,1,4,2,0,0,2,3
2009,3356.32734,2,2,2,2,8,2,4,1,4,1,4,1,2,0,1,4,2,0,0,2,1
2009,3356.32734,2,2,2,2,8,2,4,1,4,1,4,1,2,0,1,4,2,0,0,2,1
2009,3356.32734,2,2,2,2,8,2,4,1,4,1,4,1,2,0,1,4,2,0,0,2,1
2009,3356.32734,2,2,2,2,8,2,4,1,4,1,4,1,2,0,1,4,2,0,0,2,1
2009,3356.32734,2,2,2,2,8,2,4,1,4,1,4,1,2,0,1,4,2,0,0,2,1
2009,6138.94404,1,1,2,1,1,1,7,1,3,2,4,2,2,0,1,4,2,0,0,2,4
2009,5286.30339,1,1,2,1,4,1,3,2,4,1,4,2,2,0,1,4,2,0,0,2,5
2009,2942.10633,2,1,2,1,8,2,6,1,3,2,3,2,2,0,1,4,2,0,0,2,2
2009,6624.31097,1,2,2,2,5,1,5,5,3,1,4,2,1,2,1,3,1,1,1,2,3
2009,3117.22533,2,1,2,1,7,4,88,1,1,2,3,1,2,0,1,4,2,0,0,2,1
2009,3327.1084,1,1,2,1,6,1,4,4,3,1,4,1,2,0,1,4,2,0,0,2,3
2009,3327.1084,1,1,2,1,6,1,4,4,3,1,4,1,2,0,1,4,2,0,0,2,3
2009,5299.70683,1,1,1,4,4,2,4,0,3,2,3,1,1,2,1,3,1,1,2,2,1
2009,3134.86975,1,1,1,4,7,1,88,1,1,2,5,2,2,0,1,4,2,0,0,2,5
2009,3787.43882,2,1,1,4,7,4,88,3,3,1,2,2,2,0,1,4,2,0,0,2,3
2009,3454.32453,2,2,2,2,5,1,6,2,3,1,4,2,2,0,1,4,2,0,0,2,3
2009,4781.83403,1,2,2,2,6,4,5,5,1,1,4,1,1,1,1,2,1,1,2,2,3
2009,3391.82411,1,1,2,1,7,2,7,1,3,2,3,2,1,3,1,3,1,0,0,2,3
2009,4920.36396,2,1,2,1,1,1,3,1,3,2,3,2,2,0,1,4,2,1,1,2,4
2009,4874.65482,2,2,2,2,5,1,88,1,4,1,1,1,2,0,1,4,2,0,0,2,1
2009,4874.65482,2,2,2,2,5,1,88,1,4,1,1,2,2,0,1,4,2,0,0,2,1
2009,4874.65482,2,2,2,2,5,1,88,1,4,1,1,2,2,0,1,4,2,0,0,2,1
2009,4078.88408,2,2,2,2,6,2,4,1,4,2,3,1,2,0,1,4,2,0,0,2,1
2009,5562.67862,2,1,2,1,5,5,7,1,4,2,1,1,2,0,1,2,1,1,1,2,1
2009,4079.10142,2,1,2,1,4,1,88,4,4,1,1,1,2,0,1,4,2,0,0,2,1
2009,7723.80829,2,2,2,2,2,1,88,0,4,2,4,2,2,0,1,4,2,0,0,2,4
2009,7723.80829,2,2,2,2,2,1,88,0,4,2,4,2,2,0,1,4,2,0,0,2,4
2009,20860.95498,1,1,2,1,7,4,5,1,4,2,3,2,2,0,1,4,2,0,0,2,5
2009,2463.10396,1,2,1,4,7,4,2,5,2,1,4,1,2,0,1,2,1,0,0,2,1
2009,6008.13994,1,1,1,4,3,1,5,2,3,1,5,2,1,3,1,3,1,0,0,2,4
2009,3403.66403,2,3,2,3,5,1,1,2,2,1,4,1,2,0,1,4,2,0,0,2,3
2009,4169.08318,2,1,2,1,5,1,7,2,2,1,3,1,2,0,1,4,2,0,0,2,1
2009,4622.19375,2,1,2,1,2,1,3,5,3,1,4,2,3,5,2,5,3,0,0,2,1
2009,4622.19375,2,1,2,1,2,1,3,5,3,1,4,2,2,0,1,4,2,0,0,2,4
2009,4622.19375,2,1,2,1,2,1,3,5,3,1,2,2,2,0,1,4,2,0,0,2,1
2009,3731.7981,2,1,2,1,5,1,3,2,3,1,4,1,2,0,1,4,2,1,1,2,3
2009,3594.4132,2,1,2,1,5,2,5,1,4,1,4,1,2,0,1,4,2,0,0,2,3
2009,4026.82581,1,1,2,1,6,1,5,1,3,2,4,1,1,3,1,3,1,0,0,2,3
2009,3670.19614,1,2,2,2,3,1,4,5,3,1,4,1,3,5,1,2,1,1,2,2,3
2009,36701.9614,1,2,2,2,3,1,4,5,3,1,4,2,1,1,1,3,1,0,0,2,3
2009,3745.60119,2,1,2,1,7,4,2,0,4,2,1,1,2,0,1,4,2,0,0,1,1
2009,3899.30467,2,3,1,4,6,1,88,2,3,2,4,1,1,1,1,3,1,0,0,2,1
2009,6436.17854,1,1,1,4,4,1,88,5,4,1,4,1,1,1,1,2,1,0,0,2,1
2009,20717.95494,2,1,2,1,5,5,88,1,2,1,1,1,2,0,1,4,2,0,0,2,1
2009,3313.69935,2,1,2,1,7,2,7,1,4,2,3,1,2,0,1,4,2,1,2,2,2
2009,3662.92487,2,1,2,1,5,2,5,2,4,1,6,1,1,1,1,2,1,0,0,2,1
2009,3468.70219,1,1,2,1,7,2,6,1,4,2,2,2,2,0,1,4,2,1,1,2,1
2009,4950.4374,1,1,2,1,5,1,88,0,3,2,4,1,2,0,1,3,1,1,2,2,2
2009,5631.58052,1,1,2,1,1,1,6,0,2,2,3,1,2,0,1,4,2,0,0,2,4
2009,5631.58052,1,1,2,1,1,1,6,0,2,2,3,1,2,0,1,4,2,0,0,2,4
2009,4590.49633,2,1,2,1,2,1,5,1,4,3,4,2,3,5,1,4,2,1,2,2,4
2009,3317.17822,2,1,2,1,6,1,5,1,4,3,1,1,2,0,1,4,2,1,2,1,1
2009,3317.17822,2,1,2,1,6,1,5,1,4,3,1,1,2,0,1,4,2,1,2,1,1
2009,3344.87697,1,3,1,4,5,5,3,4,4,1,4,2,3,5,1,4,2,0,0,2,1
2009,3251.75046,2,1,2,1,5,2,1,0,3,3,3,1,2,0,1,4,2,0,0,2,1
2009,40768.268,2,1,2,1,5,5,88,0,3,2,1,2,3,5,1,4,2,1,1,1,1
2009,2855.2621,2,1,2,1,5,1,88,1,3,3,4,1,2,0,1,4,2,0,0,2,1
2009,5830.4376,1,1,2,1,3,1,1,2,4,1,5,1,1,4,1,3,1,1,2,2,2
2009,3233.58537,1,1,2,1,7,2,7,4,3,1,3,1,2,0,1,4,2,0,0,2,3
2010,5408.73726,2,1,2,1,4,1,5,1,1,2,4,2,2,0,1,1,1,0,0,2,3
2010,4257.08127,2,3,2,3,5,4,3,4,3,1,1,2,2,0,1,4,2,0,0,2,1
2010,5870.08425,1,1,2,1,4,1,6,5,1,1,4,1,1,2,1,3,1,1,1,2,3
2010,27534.36744,2,1,2,1,4,4,88,0,2,2,3,1,2,0,1,2,1,0,0,2,1
2010,3441.79593,2,1,2,1,4,4,88,0,2,2,3,1,2,0,1,4,2,0,0,2,1
2010,3441.79593,2,1,2,1,4,4,88,0,2,2,3,2,2,0,1,4,2,0,0,2,1
2010,2909.17971,2,1,2,1,6,2,7,1,1,1,4,1,1,2,1,3,1,0,0,2,5
2010,2909.17971,2,1,2,1,6,2,7,1,1,1,4,1,2,0,1,4,2,0,0,2,5
2010,2909.17971,2,1,2,1,6,2,7,1,1,1,4,1,3,5,1,4,2,1,1,2,5
2010,2692.60424,2,1,2,1,7,2,88,1,2,1,5,1,1,4,1,3,1,0,0,2,3
2010,2692.60424,2,1,2,1,7,2,88,1,2,1,2,1,2,0,1,4,2,0,0,2,3
2010,1703.30862,2,1,2,1,6,4,5,1,3,2,4,1,1,3,1,3,1,0,0,2,3
2010,2570.5413,2,1,1,4,6,4,4,1,2,2,1,1,2,0,1,4,2,1,1,2,1
2010,1307.38827,1,2,2,2,5,1,5,1,3,2,4,2,2,0,1,4,2,0,0,2,3
2010,2086.16492,1,1,2,1,8,2,88,1,3,3,4,2,1,3,1,3,1,0,0,2,2
2010,1306.80365,2,1,2,1,6,2,7,2,4,1,4,1,2,0,1,4,2,0,0,2,3
2010,3235.59453,2,1,2,1,5,1,2,1,1,3,2,1,2,0,1,4,2,1,1,1,1
2010,2771.10498,2,1,2,1,7,1,88,1,1,2,4,1,3,5,1,2,1,1,2,2,5
2010,2385.8661,2,1,2,1,6,2,7,4,2,1,1,2,2,0,1,4,2,0,0,2,5
2010,2064.06366,1,2,2,2,6,2,7,1,3,2,2,2,1,1,1,3,1,0,0,2,1
2010,4353.93735,2,2,2,2,1,1,1,2,4,1,3,1,2,0,1,3,1,1,2,2,1
2010,1017.40955,1,1,2,1,7,2,6,1,2,3,3,2,1,3,1,3,1,0,0,2,5
2010,1846.27301,2,1,2,1,1,1,6,2,1,1,3,2,2,0,1,4,2,0,0,2,4
2010,2356.11763,1,1,1,4,5,1,88,3,1,1,5,1,1,1,1,2,1,0,0,2,1
2010,2522.80375,1,1,1,4,8,3,2,5,1,1,4,2,3,5,1,2,1,0,0,2,1
2010,1430.4854,1,1,2,1,6,2,5,0,1,2,3,1,2,0,1,4,2,0,0,2,2
2010,4704.84793,1,2,2,2,6,1,3,0,3,3,3,1,2,0,1,4,2,1,1,2,1
2010,3094.34362,1,1,2,1,7,4,7,2,3,1,4,2,3,5,1,4,2,0,0,2,3
2010,3094.34362,1,1,2,1,7,4,7,2,3,1,3,2,1,4,1,3,1,0,0,2,5
2010,3286.24482,2,1,2,1,7,4,7,1,4,2,3,3,2,0,1,3,1,1,2,1,5
2010,4233.29759,1,1,2,1,1,1,7,0,4,2,3,2,2,0,1,4,2,0,0,2,4
2010,4233.29759,1,1,2,1,1,1,7,0,4,2,3,2,2,0,1,4,2,0,0,2,4
2010,3715.59907,1,1,2,1,5,1,5,1,4,2,4,2,2,0,1,4,2,0,0,2,5
2010,3664.08086,2,3,2,3,3,1,5,1,3,2,1,1,2,0,1,4,2,0,0,1,2
2010,3664.08086,2,3,2,3,3,1,5,1,3,2,1,1,2,0,1,1,1,0,0,1,2
2010,2565.23574,2,1,2,1,7,3,4,1,3,1,3,1,2,0,1,4,2,0,0,2,4
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,2,0,1,4,2,0,0,2,3
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,2,0,1,4,2,0,0,2,3
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,3,5,1,4,2,0,0,2,5
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,2,0,1,4,2,0,0,2,5
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,3,1,1,1,3,1,0,0,2,5
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,2,0,1,4,2,0,0,2,5
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,2,0,1,4,2,0,0,2,5
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,2,0,1,4,2,0,0,2,5
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,2,0,1,4,2,0,0,2,5
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,2,0,1,4,2,0,0,2,5
2010,2562.77601,1,1,2,1,6,2,88,1,2,3,3,2,2,0,1,4,2,0,0,2,5
2010,17055.4185,1,1,2,1,6,2,7,0,1,2,4,1,1,3,1,3,1,1,1,2,3
2010,1543.0084,2,1,2,1,6,4,4,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2010,3089.40358,2,1,2,1,5,1,7,5,1,1,4,1,1,4,1,3,1,1,1,2,3
2010,1528.72886,2,1,2,1,5,2,88,4,2,1,3,1,1,1,1,3,1,0,0,2,1
2010,2081.72674,1,1,1,4,7,2,88,5,1,1,4,1,2,0,1,4,2,0,0,2,1
2010,1512.68712,2,2,2,2,6,1,1,4,3,1,4,1,2,0,1,2,1,1,1,2,3
2010,1433.33103,2,1,2,1,6,1,3,2,4,1,2,1,2,0,1,4,2,0,0,1,1
2010,1433.33103,2,1,2,1,6,1,3,2,4,1,2,1,2,0,1,4,2,0,0,2,1
2010,2459.95126,1,2,2,2,1,1,3,1,2,2,4,1,3,5,1,2,1,1,2,2,3
2010,2794.87644,2,1,2,1,7,4,88,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2010,2137.76153,1,1,1,4,6,1,5,1,1,2,5,2,2,0,2,5,3,0,0,2,3
2010,2174.24351,1,1,2,1,2,1,1,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2010,1938.85765,2,2,2,2,5,1,88,2,1,1,1,1,1,2,1,3,1,0,0,2,3
2010,1938.85765,2,2,2,2,5,1,88,2,1,1,1,1,1,2,1,3,1,0,0,2,3
2010,1938.85765,2,2,2,2,5,1,88,2,1,1,1,1,1,2,1,3,1,0,0,2,3
2010,1938.85765,2,2,2,2,5,1,88,2,1,1,1,1,1,2,1,3,1,0,0,2,3
2010,3328.89868,1,1,2,1,6,4,88,1,4,3,4,1,2,0,1,4,2,0,0,2,2
2010,6501.90974,1,1,2,1,4,1,5,5,4,1,4,2,1,3,1,3,1,1,1,2,3
2010,3628.67141,1,1,2,1,7,2,7,0,4,2,4,2,2,0,1,4,2,0,0,2,3
2010,3443.24877,2,1,2,1,7,4,6,1,4,2,2,1,2,0,1,4,2,0,0,2,2
2010,4420.72127,1,1,2,1,5,4,6,1,4,2,1,1,2,0,1,4,2,1,2,2,1
2010,4172.89402,2,2,2,2,1,1,3,4,2,1,4,2,1,1,1,3,1,0,0,2,3
2010,3240.88138,2,1,2,1,6,2,7,4,4,1,4,1,2,0,2,5,3,0,0,2,3
2010,6192.05559,2,1,2,1,4,1,2,0,2,2,4,1,2,0,2,5,3,0,0,2,3
2010,3867.24397,1,1,2,1,2,1,88,1,3,3,6,2,3,5,2,5,3,0,0,2,3
2010,4029.28019,2,1,2,1,3,1,3,1,2,3,3,1,2,0,1,4,2,1,2,2,1
2010,3740.38858,2,1,2,1,2,1,3,1,2,3,4,1,2,0,1,4,2,1,1,2,3
2010,1398.97512,2,1,2,1,6,4,2,0,2,2,4,2,3,5,1,2,1,0,0,2,3
2010,2956.21305,1,1,2,1,6,1,2,2,4,1,1,1,2,0,1,2,1,1,2,2,1
2010,2956.21305,1,1,2,1,6,1,2,2,4,1,1,1,2,0,1,4,2,0,0,2,1
2010,3178.86356,2,2,1,4,7,4,3,5,1,1,4,2,3,5,1,4,2,0,0,2,3
2010,3178.86356,2,2,1,4,7,4,3,5,1,1,4,2,2,0,1,4,2,0,0,2,3
2010,2688.49721,2,3,2,3,4,1,2,0,2,2,1,1,2,0,1,4,2,0,0,2,1
2010,1671.93038,1,1,2,1,6,1,5,1,2,1,5,1,1,3,1,3,1,0,0,2,1
2010,3449.5269,2,1,2,1,4,1,88,3,2,1,4,1,1,4,1,3,1,0,0,2,3
2010,2967.6217,2,1,2,1,5,1,4,1,2,3,2,2,2,0,1,4,2,0,0,2,2
2010,2447.18054,2,1,2,1,6,2,88,2,1,1,3,2,2,0,1,4,2,0,0,2,1
2010,3524.20648,1,1,1,4,5,2,2,5,2,1,4,1,1,1,1,2,1,0,0,2,1
2010,3418.17506,1,1,2,1,7,2,7,2,2,1,3,1,2,0,1,4,2,0,0,2,4
2010,4958.70794,2,1,2,1,1,1,5,0,2,2,3,2,2,0,1,4,2,0,0,2,4
2010,4958.70794,2,1,2,1,1,1,5,0,2,2,3,2,2,0,1,4,2,0,0,2,4
2010,4958.70794,2,1,2,1,1,1,5,0,2,2,3,2,2,0,1,4,2,0,0,2,4
2010,3724.98817,1,1,1,4,5,4,7,1,3,2,4,1,1,1,1,2,1,0,0,2,3
2010,3518.28902,2,1,2,1,7,2,88,2,2,1,3,2,2,0,1,4,2,1,1,2,5
2010,5004.05324,1,1,2,1,5,1,1,2,2,1,4,1,2,0,1,4,2,1,2,1,3
2010,4665.20836,1,1,2,1,5,1,1,3,2,1,3,1,2,0,1,4,2,1,1,2,1
2010,4387.33401,2,2,2,2,8,3,88,4,2,1,2,1,2,0,1,4,2,0,0,2,1
2010,3861.41679,2,3,2,3,6,2,6,0,2,2,6,1,1,1,1,3,1,0,0,2,1
2010,2883.75044,1,2,2,2,6,2,3,0,3,2,5,2,2,0,1,4,2,0,0,2,3
2010,2883.75044,1,2,2,2,6,2,3,0,3,2,4,2,2,0,1,4,2,0,0,2,1
2010,2644.79793,1,2,2,2,7,1,1,4,2,1,4,2,1,1,1,2,1,0,0,2,1
2010,3992.84262,1,1,2,1,6,2,88,0,2,3,4,1,2,0,1,4,2,0,0,2,5
2010,3615.96806,2,1,2,1,5,5,5,0,3,3,1,1,2,0,1,4,2,0,0,2,1
2010,3781.94225,2,1,2,1,1,1,5,0,3,3,2,1,1,3,1,3,1,1,1,2,1
2010,2873.96588,1,2,2,2,7,3,2,0,3,2,3,1,1,1,1,2,1,1,2,2,1
2010,4359.35663,2,1,2,1,4,1,2,1,3,3,2,1,2,0,1,4,2,1,1,2,1
2010,3760.95886,2,1,2,1,5,1,6,1,1,2,5,1,2,0,1,4,2,0,0,1,4
2010,3760.95886,2,1,2,1,5,1,6,1,1,2,3,1,2,0,1,4,2,0,0,1,4
2010,5474.61028,1,2,2,2,6,1,3,1,3,3,1,1,1,2,1,3,1,0,0,2,1
2010,3632.2728,1,1,2,1,7,2,6,0,2,2,3,2,2,0,1,4,2,1,2,2,5
2010,2757.34252,1,2,2,2,7,1,88,4,2,1,4,2,1,4,1,2,1,0,0,2,3
2010,1669.9445,1,1,2,1,1,1,5,1,2,2,3,1,2,0,1,4,2,0,0,2,1
2010,3968.55722,1,1,2,1,1,1,4,1,1,2,3,1,1,3,1,3,1,0,0,2,1
2010,3262.98365,2,1,1,4,4,1,2,2,4,1,3,1,2,0,1,4,2,0,0,2,1
2010,3262.98365,2,1,1,4,4,1,2,2,4,1,3,1,2,0,1,4,2,1,1,2,1
2010,2888.62101,1,1,2,1,7,1,88,1,1,1,3,2,2,0,1,4,2,0,0,2,3
2010,2866.24593,2,1,1,4,5,2,88,2,1,2,3,1,2,0,1,4,2,0,0,2,1
2010,2894.97668,2,3,2,3,6,2,2,1,2,2,3,2,1,2,1,1,1,1,1,2,2
2010,1614.3242,2,3,2,3,7,3,88,5,1,1,4,1,1,2,1,2,1,0,0,2,3
2010,4615.67711,1,1,2,1,4,1,2,1,3,1,3,1,1,3,1,3,1,1,2,2,1
2010,1516.06897,1,1,2,1,6,4,5,3,2,1,4,1,1,3,1,3,1,1,1,2,3
2010,2870.89377,2,3,2,3,6,2,7,2,4,1,4,2,2,0,1,4,2,0,0,2,3
2010,3559.92178,1,3,2,3,2,1,7,0,1,2,3,2,2,0,1,4,2,0,0,2,4
2010,1857.43688,1,1,2,1,2,1,6,3,2,1,3,2,1,2,1,3,1,0,0,2,2
2010,2798.50379,1,1,2,1,1,1,6,0,3,3,4,2,1,2,1,3,1,0,0,,2
2010,1781.00963,2,2,2,2,7,4,4,4,2,1,3,2,2,0,1,4,2,0,0,2,5
2010,3966.04335,2,1,2,1,6,4,6,1,2,1,4,1,2,0,1,4,2,0,0,2,1
2010,2080.57527,1,1,2,1,5,2,5,1,3,2,4,1,2,0,1,4,2,0,0,2,1
2010,2225.15511,2,1,2,1,2,1,6,0,3,2,4,2,1,3,1,3,1,0,0,2,4
2010,3245.54808,2,1,2,1,6,2,6,1,3,2,4,1,3,5,1,4,2,0,0,2,2
2010,3578.43583,2,2,2,2,5,1,2,2,3,1,4,1,2,0,1,1,1,1,2,2,1
2010,2252.64539,2,2,2,2,4,1,4,2,3,1,4,1,2,0,1,4,2,0,0,2,2
2010,5195.95955,2,1,2,1,1,1,6,1,4,2,3,1,2,0,1,1,1,0,0,1,4
2010,4429.46786,1,1,2,1,1,1,6,1,4,2,5,2,1,3,1,3,1,0,0,2,3
2010,2840.52998,1,1,2,1,7,4,3,1,4,2,3,1,1,3,1,3,1,1,2,1,1
2010,3856.84003,1,1,2,1,6,4,7,2,4,1,4,1,2,0,1,2,1,1,2,2,3
2010,3426.07367,2,2,2,2,6,2,88,0,3,3,4,1,2,0,1,4,2,0,0,2,1
2010,5481.46796,2,2,2,2,1,1,88,0,3,3,3,1,3,5,1,4,2,0,0,2,1
2010,3326.45328,1,1,2,1,7,4,88,1,2,3,3,1,3,5,1,4,2,1,2,2,3
2010,2818.35261,2,1,2,1,7,4,6,1,3,1,3,2,2,0,1,4,2,1,1,2,1
